X,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
US/2020-04-11_Rhode,-45%,-4%,+45%,-57%,-40%,+15%
Bristol County,-47%,-36%,N/A,N/A,-39%,+22%
Kent County,-42%,+3%,+72%,-69%,-38%,+13%
Newport County,-43%,-8%,-1%,-41%,-40%,+24%
Providence County,-48%,-7%,+52%,-56%,-42%,+15%
Washington County,-39%,-7%,+91%,-40%,-33%,+14%
