X,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
USHawaii,-55%,-29%,-66%,-74%,-47%,+18%
Hawaii County,-56%,-34%,-72%,-89%,-42%,+16%
Honolulu County,-52%,-24%,-62%,-70%,-46%,+19%
Kauai County,-67%,-50%,-73%,-89%,-47%,+22%
Maui County,-65%,-37%,-76%,-88%,-54%,+20%
